Hr-Leitura	Dt-Leitura	Segundos96	Hr-Recepcao	Dt-Recepcao	Resets	      VAL-ChuvaAc[mm]	      MED-UmidAr[%UR]	       MED-TempAr[oC]	  MED-DirVento[graus]	    MED-VelVento[m/s]	   MED-RadSolar[W/m2]	     MED-TempSolo[oC]	     MED-PresAtm[hPa]	     VAL-TensaoRef[V]	     MED-TensaoRef[V]	     MIN-TensaoRef[V]	     MAX-TensaoRef[V]	     VAL-TensaoBat[V]	      VAL-CorCarga[A]	     VAL-UmidInt[%UR]	      VAL-TempInt[oC]
  00:00:00	01/02/2015	 602294400	   00:12:54	 01/02/2015	     2	        +3,94250e+002	        +9,56497e+001	        +2,11496e+001	        +3,37720e+001	        +0,00000e+000	        +0,00000e+000	        +5,15904e+001	        +9,17743e+002	        +2,50092e+000	        +2,50061e+000	        +2,50061e+000	        +2,50153e+000	        +1,28027e+001	        -1,40991e-002	        +5,86000e+001	        +2,38600e+001
  00:10:00	01/02/2015	 602295000	   00:12:54	 01/02/2015	     2	        +3,94250e+002	        +9,70154e+001	        +2,10428e+001	        +3,50464e+001	        +7,98900e-001	        +0,00000e+000	        +5,47354e+001	        +9,17779e+002	        +2,50092e+000	        +2,50092e+000	        +2,50000e+000	        +2,50183e+000	        +1,28101e+001	        -1,37939e-002	        +5,86000e+001	        +2,37900e+001
  00:20:00	01/02/2015	 602295600	   00:22:54	 01/02/2015	     2	        +3,94250e+002	        +9,80530e+001	        +2,09970e+001	        +2,48972e+002	        +7,98900e-001	        +0,00000e+000	        +5,15226e+001	        +9,17816e+002	        +2,50000e+000	        +2,50061e+000	        +2,50000e+000	        +2,50153e+000	        +1,27972e+001	        -1,37939e-002	        +5,86000e+001	        +2,37400e+001
  00:30:00	01/02/2015	 602296200	   00:32:54	 01/02/2015	     2	        +3,94250e+002	        +9,99222e+001	        +2,06384e+001	        +2,56377e+002	        +0,00000e+000	        +0,00000e+000	        +5,15650e+001	        +9,17962e+002	        +2,50061e+000	        +2,50061e+000	        +2,50000e+000	        +2,50153e+000	        +1,28027e+001	        -1,31836e-002	        +5,86000e+001	        +2,36600e+001
  00:40:00	01/02/2015	 602296800	   00:42:54	 01/02/2015	     2	        +3,94250e+002	        +1,00113e+002	        +2,06155e+001	        +2,47522e+002	        +0,00000e+000	        +0,00000e+000	        +3,41106e+001	        +9,18182e+002	        +2,50061e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27991e+001	        -1,40991e-002	        +5,86000e+001	        +2,35700e+001
  00:50:00	01/02/2015	 602297400	   00:52:54	 01/02/2015	     2	        +3,94250e+002	        +9,75113e+001	        +2,09055e+001	        +3,17834e+002	        +7,98900e-001	        +0,00000e+000	        +5,29552e+001	        +9,18255e+002	        +2,50061e+000	        +2,50031e+000	        +2,50000e+000	        +2,50153e+000	        +1,27881e+001	        -1,40991e-002	        +5,86000e+001	        +2,35100e+001
  01:00:00	01/02/2015	 602298000	   01:02:54	 01/02/2015	     2	        +3,94250e+002	        +9,85641e+001	        +2,08444e+001	        +2,57827e+002	        +7,98900e-001	        +0,00000e+000	        +4,91236e+001	        +9,18292e+002	        +2,50061e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,27863e+001	        -1,44043e-002	        +5,86000e+001	        +2,34600e+001
  01:10:00	01/02/2015	 602298600	   01:12:54	 01/02/2015	     2	        +3,97750e+002	        +9,39026e+001	        +2,03333e+001	        +2,01226e+002	        +3,19560e+000	        +0,00000e+000	        +4,15535e+001	        +9,19208e+002	        +2,50122e+000	        +2,50092e+000	        +2,50031e+000	        +2,50183e+000	        +1,27789e+001	        -1,44043e-002	        +5,86000e+001	        +2,34000e+001
  01:20:00	01/02/2015	 602299200	   01:22:54	 01/02/2015	     2	        +4,06500e+002	        +1,00067e+002	        +1,81818e+001	        +2,36426e+001	        +1,59780e+000	        +0,00000e+000	        +4,02650e+001	        +9,18658e+002	        +2,50061e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,27753e+001	        -1,89209e-003	        +5,87000e+001	        +2,28600e+001
  01:30:00	01/02/2015	 602299800	   01:32:54	 01/02/2015	     2	        +4,08750e+002	        +1,00105e+002	        +1,78842e+001	        +1,27661e+002	        +7,98900e-001	        +0,00000e+000	        +4,05702e+001	        +9,18731e+002	        +2,50153e+000	        +2,50092e+000	        +2,50031e+000	        +2,50153e+000	        +1,27716e+001	        -1,53198e-002	        +5,86000e+001	        +2,22800e+001
