Hr-Leitura	Dt-Leitura	Segundos96	Hr-Recepcao	Dt-Recepcao	Resets	      VAL-ChuvaAc[mm]	      MED-UmidAr[%UR]	       MED-TempAr[oC]	  MED-DirVento[graus]	    MED-VelVento[m/s]	   MED-RadSolar[W/m2]	     MED-TempSolo[oC]	     MED-PresAtm[hPa]	     VAL-TensaoRef[V]	     MED-TensaoRef[V]	     MIN-TensaoRef[V]	     MAX-TensaoRef[V]	     VAL-TensaoBat[V]	      VAL-CorCarga[A]	     VAL-UmidInt[%UR]	      VAL-TempInt[oC]
  00:00:00	01/06/2012	 518054400	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,59921e+001	        +3,14209e+000	        +0,00000e+000	        +0,00000e+000	        -1,49973e+001	        +9,05145e+002	        +2,50122e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,24896e+001	        -1,34888e-002	        +7,62000e+001	        +1,81400e+001
  00:10:00	01/06/2012	 518055000	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,60608e+001	        +2,09180e+001	        +0,00000e+000	        +0,00000e+000	        -1,49973e+001	        +9,05108e+002	        +2,50122e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24860e+001	        -1,34888e-002	        +7,63000e+001	        +1,81500e+001
  00:20:00	01/06/2012	 518055600	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,61752e+001	        +2,77844e+002	        +0,00000e+000	        +0,00000e+000	        -1,49973e+001	        +9,05035e+002	        +2,50092e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24768e+001	        -1,34888e-002	        +7,63000e+001	        +1,82100e+001
  00:30:00	01/06/2012	 518056200	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,62592e+001	        +2,23682e+001	        +0,00000e+000	        +0,00000e+000	        -1,49973e+001	        +9,05035e+002	        +2,50061e+000	        +2,50031e+000	        +2,50031e+000	        +2,50092e+000	        +1,24713e+001	        -1,34888e-002	        +7,63000e+001	        +1,82900e+001
  00:40:00	01/06/2012	 518056800	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,63049e+001	        +1,02612e+001	        +0,00000e+000	        +0,00000e+000	        -1,49973e+001	        +9,05035e+002	        +2,50061e+000	        +2,50031e+000	        +2,50000e+000	        +2,50092e+000	        +1,24658e+001	        -1,22681e-002	        +7,63000e+001	        +1,83400e+001
  00:50:00	01/06/2012	 518057400	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,63202e+001	        +1,03052e+001	        +0,00000e+000	        +0,00000e+000	        -1,50058e+001	        +9,04962e+002	        +2,50031e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24640e+001	        -1,40991e-002	        +7,63000e+001	        +1,84200e+001
  01:00:00	01/06/2012	 518058000	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,63278e+001	        +2,89688e+002	        +0,00000e+000	        +0,00000e+000	        -1,50058e+001	        +9,04889e+002	        +2,50031e+000	        +2,50061e+000	        +2,50031e+000	        +2,50122e+000	        +1,24585e+001	        -1,40991e-002	        +7,64000e+001	        +1,85100e+001
  01:10:00	01/06/2012	 518058600	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00098e+002	        +1,64423e+001	        +6,12598e+001	        +0,00000e+000	        +0,00000e+000	        -1,50058e+001	        +9,04779e+002	        +2,50031e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,24548e+001	        -1,40991e-002	        +7,64000e+001	        +1,85800e+001
  01:20:00	01/06/2012	 518059200	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,62363e+001	        +1,97029e+002	        +0,00000e+000	        +0,00000e+000	        -1,50058e+001	        +9,04559e+002	        +2,50000e+000	        +2,50031e+000	        +2,50000e+000	        +2,50153e+000	        +1,24530e+001	        -1,31836e-002	        +7,64000e+001	        +1,86000e+001
  01:30:00	01/06/2012	 518059800	   08:16:19	 01/06/2012	    18	        +3,75000e+000	        +1,00082e+002	        +1,59769e+001	        +2,65386e+002	        +0,00000e+000	        +0,00000e+000	        -1,50312e+001	        +9,04522e+002	        +2,50061e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,24402e+001	        -1,31836e-002	        +7,63000e+001	        +1,85700e+001
  01:40:00	01/06/2012	 518060400	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,59845e+001	        +2,72615e+002	        +0,00000e+000	        +0,00000e+000	        -1,50227e+001	        +9,04522e+002	        +2,50000e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24384e+001	        -1,34888e-002	        +7,63000e+001	        +1,85400e+001
  01:50:00	01/06/2012	 518061000	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,60074e+001	        +1,92876e+002	        +0,00000e+000	        +0,00000e+000	        -1,50143e+001	        +9,04559e+002	        +2,50122e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24365e+001	        -1,37939e-002	        +7,62000e+001	        +1,85400e+001
  02:00:00	01/06/2012	 518061600	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00082e+002	        +1,61066e+001	        +1,97754e-001	        +0,00000e+000	        +0,00000e+000	        -1,50227e+001	        +9,04596e+002	        +2,50061e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24292e+001	        -1,40991e-002	        +7,62000e+001	        +1,85400e+001
  02:10:00	01/06/2012	 518062200	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,61829e+001	        +2,08521e+001	        +0,00000e+000	        +0,00000e+000	        -1,50312e+001	        +9,04449e+002	        +2,50000e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24292e+001	        -1,28784e-002	        +7,62000e+001	        +1,85400e+001
  02:20:00	01/06/2012	 518062800	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,62057e+001	        +5,77881e+000	        +0,00000e+000	        +0,00000e+000	        -1,50227e+001	        +9,04486e+002	        +2,50061e+000	        +2,50061e+000	        +2,50000e+000	        +2,50153e+000	        +1,24219e+001	        -1,28784e-002	        +7,63000e+001	        +1,85000e+001
  02:30:00	01/06/2012	 518063400	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,61371e+001	        +1,45239e+001	        +0,00000e+000	        +0,00000e+000	        -1,50312e+001	        +9,04486e+002	        +2,50061e+000	        +2,50031e+000	        +2,50000e+000	        +2,50092e+000	        +1,24182e+001	        -1,34888e-002	        +7,63000e+001	        +1,85400e+001
  02:40:00	01/06/2012	 518064000	   08:26:19	 01/06/2012	    18	        +3,75000e+000	        +1,00090e+002	        +1,61829e+001	        +2,48796e+002	        +0,00000e+000	        +0,00000e+000	        -1,50312e+001	        +9,04449e+002	        +2,50031e+000	        +2,50031e+000	        +2,50000e+000	        +2,50122e+000	        +1,24182e+001	        -1,37939e-002	        +7,62000e+001	        +1,85200e+001
