Hr-Leitura	Dt-Leitura	Segundos96	Hr-Recepcao	Dt-Recepcao	Resets	      VAL-ChuvaAc[mm]	      MED-UmidAr[%UR]	       MED-TempAr[oC]	  MED-DirVento[graus]	    MED-VelVento[m/s]	   MED-RadSolar[W/m2]	     MED-TempSolo[oC]	     MED-PresAtm[hPa]	     VAL-TensaoRef[V]	     MED-TensaoRef[V]	     MIN-TensaoRef[V]	     MAX-TensaoRef[V]	     VAL-TensaoBat[V]	      VAL-CorCarga[A]	     VAL-UmidInt[%UR]	      VAL-TempInt[oC]
  00:00:00	01/06/2015	 612662400	   00:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,71976e+001	        +2,87864e+002	        +0,00000e+000	        +0,00000e+000	        +2,09541e+001	        +9,18329e+002	        +2,50122e+000	        +2,50061e+000	        +2,50031e+000	        +2,50122e+000	        +1,27716e+001	        -1,37939e-002	        +6,62000e+001	        +1,97000e+001
  00:10:00	01/06/2015	 612663000	   00:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00090e+002	        +1,73196e+001	        +2,52598e+002	        +0,00000e+000	        +0,00000e+000	        +2,09965e+001	        +9,18329e+002	        +2,50092e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27679e+001	        -1,34888e-002	        +6,62000e+001	        +1,97400e+001
  00:20:00	01/06/2015	 612663600	   00:24:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,73120e+001	        +2,47698e+002	        +0,00000e+000	        +0,00000e+000	        +2,11576e+001	        +9,18255e+002	        +2,50000e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27606e+001	        -1,34888e-002	        +6,62000e+001	        +1,97400e+001
  00:30:00	01/06/2015	 612664200	   00:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00090e+002	        +1,72052e+001	        +7,43774e+001	        +0,00000e+000	        +0,00000e+000	        +2,11745e+001	        +9,18219e+002	        +2,50031e+000	        +2,50061e+000	        +2,50031e+000	        +2,50092e+000	        +1,27570e+001	        -1,40991e-002	        +6,62000e+001	        +1,97100e+001
  00:40:00	01/06/2015	 612664800	   00:44:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,71365e+001	        +2,47083e+002	        +0,00000e+000	        +0,00000e+000	        +2,04625e+001	        +9,18036e+002	        +2,50061e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27588e+001	        -1,34888e-002	        +6,62000e+001	        +1,96400e+001
  00:50:00	01/06/2015	 612665400	   00:54:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,69611e+001	        +2,48730e+002	        +0,00000e+000	        +0,00000e+000	        +2,11661e+001	        +9,18109e+002	        +2,50092e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27533e+001	        -1,37939e-002	        +6,62000e+001	        +1,95500e+001
  01:00:00	01/06/2015	 612666000	   01:04:30	 01/06/2015	     2	        +8,20250e+002	        +1,00090e+002	        +1,70450e+001	        +1,26914e+002	        +0,00000e+000	        +0,00000e+000	        +2,11576e+001	        +9,18182e+002	        +2,50000e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27478e+001	        -1,28784e-002	        +6,62000e+001	        +1,95000e+001
  01:10:00	01/06/2015	 612666600	   01:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70374e+001	        +2,60859e+002	        +0,00000e+000	        +0,00000e+000	        +2,09033e+001	        +9,18072e+002	        +2,50092e+000	        +2,50092e+000	        +2,50000e+000	        +2,50153e+000	        +1,27478e+001	        -1,37939e-002	        +6,62000e+001	        +1,95000e+001
  01:20:00	01/06/2015	 612667200	   01:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,69839e+001	        +2,45039e+002	        +0,00000e+000	        +0,00000e+000	        +2,08100e+001	        +9,18182e+002	        +2,50031e+000	        +2,50061e+000	        +2,50031e+000	        +2,50122e+000	        +1,27386e+001	        -1,34888e-002	        +6,62000e+001	        +1,94600e+001
  01:30:00	01/06/2015	 612667800	   01:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,69916e+001	        +2,60728e+002	        +0,00000e+000	        +0,00000e+000	        +2,02929e+001	        +9,17962e+002	        +2,50092e+000	        +2,50092e+000	        +2,50061e+000	        +2,50153e+000	        +1,27386e+001	        -1,34888e-002	        +6,62000e+001	        +1,94000e+001
  01:40:00	01/06/2015	 612668400	   01:44:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70068e+001	        +1,32539e+002	        +0,00000e+000	        +0,00000e+000	        +2,03607e+001	        +9,17962e+002	        +2,50122e+000	        +2,50061e+000	        +2,50000e+000	        +2,50122e+000	        +1,27295e+001	        -1,34888e-002	        +6,62000e+001	        +1,94300e+001
  01:50:00	01/06/2015	 612669000	   01:54:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70145e+001	        +2,72659e+002	        +0,00000e+000	        +0,00000e+000	        +2,04625e+001	        +9,17853e+002	        +2,50092e+000	        +2,50061e+000	        +2,50000e+000	        +2,50153e+000	        +1,27258e+001	        -1,34888e-002	        +6,62000e+001	        +1,94600e+001
  02:00:00	01/06/2015	 612669600	   02:04:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70831e+001	        +2,86479e+002	        +0,00000e+000	        +0,00000e+000	        +2,07846e+001	        +9,17853e+002	        +2,50031e+000	        +2,50061e+000	        +2,50031e+000	        +2,50122e+000	        +1,27332e+001	        -1,44043e-002	        +6,62000e+001	        +1,94700e+001
  02:10:00	01/06/2015	 612670200	   02:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,71747e+001	        +1,22585e+002	        +0,00000e+000	        +0,00000e+000	        +2,05303e+001	        +9,17669e+002	        +2,50031e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,27185e+001	        -1,37939e-002	        +6,62000e+001	        +1,94300e+001
  02:20:00	01/06/2015	 612670800	   02:24:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,71289e+001	        +2,49236e+002	        +0,00000e+000	        +0,00000e+000	        +2,03523e+001	        +9,17669e+002	        +2,50092e+000	        +2,50061e+000	        +2,50031e+000	        +2,50122e+000	        +1,27167e+001	        -1,28784e-002	        +6,62000e+001	        +1,95000e+001
  02:30:00	01/06/2015	 612671400	   02:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70755e+001	        +2,58860e+002	        +0,00000e+000	        +0,00000e+000	        +2,02929e+001	        +9,17560e+002	        +2,50031e+000	        +2,50092e+000	        +2,50031e+000	        +2,50153e+000	        +1,27148e+001	        -1,31836e-002	        +6,62000e+001	        +1,94900e+001
  02:40:00	01/06/2015	 612672000	   02:44:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,69916e+001	        +2,63386e+002	        +0,00000e+000	        +0,00000e+000	        +2,03438e+001	        +9,17669e+002	        +2,50092e+000	        +2,50092e+000	        +2,50061e+000	        +2,50153e+000	        +1,27167e+001	        -1,40991e-002	        +6,62000e+001	        +1,94300e+001
  02:50:00	01/06/2015	 612672600	   02:54:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70068e+001	        +6,74121e+001	        +0,00000e+000	        +0,00000e+000	        +2,00386e+001	        +9,17523e+002	        +2,50031e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,27075e+001	        -1,34888e-002	        +6,62000e+001	        +1,93800e+001
  03:00:00	01/06/2015	 612673200	   03:04:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70145e+001	        +2,54355e+002	        +0,00000e+000	        +0,00000e+000	        +2,01488e+001	        +9,17413e+002	        +2,50122e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,27039e+001	        -1,37939e-002	        +6,62000e+001	        +1,93700e+001
  03:10:00	01/06/2015	 612673800	   03:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,70068e+001	        +2,23792e+002	        +0,00000e+000	        +0,00000e+000	        +2,02251e+001	        +9,17340e+002	        +2,50061e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,27039e+001	        -1,28784e-002	        +6,62000e+001	        +1,93000e+001
  03:20:00	01/06/2015	 612674400	   03:24:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,68695e+001	        +2,42666e+002	        +0,00000e+000	        +0,00000e+000	        +2,01149e+001	        +9,17340e+002	        +2,50061e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,26965e+001	        -1,34888e-002	        +6,61000e+001	        +1,92600e+001
  03:30:00	01/06/2015	 612675000	   03:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,69153e+001	        +3,25151e+002	        +0,00000e+000	        +0,00000e+000	        +2,06744e+001	        +9,17303e+002	        +2,50092e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,26929e+001	        -1,37939e-002	        +6,61000e+001	        +1,92600e+001
  03:40:00	01/06/2015	 612675600	   03:44:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,68619e+001	        +2,42688e+002	        +0,00000e+000	        +0,00000e+000	        +2,01573e+001	        +9,17303e+002	        +2,50122e+000	        +2,50092e+000	        +2,50031e+000	        +2,50122e+000	        +1,26892e+001	        -1,28784e-002	        +6,61000e+001	        +1,91800e+001
  03:50:00	01/06/2015	 612676200	   03:54:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,68695e+001	        +2,55586e+002	        +0,00000e+000	        +0,00000e+000	        +2,02081e+001	        +9,17340e+002	        +2,50061e+000	        +2,50061e+000	        +2,49969e+000	        +2,50153e+000	        +1,26837e+001	        -1,34888e-002	        +6,62000e+001	        +1,91400e+001
  04:00:00	01/06/2015	 612676800	   04:04:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,68085e+001	        +1,76880e+002	        +0,00000e+000	        +0,00000e+000	        +2,11661e+001	        +9,17193e+002	        +2,49969e+000	        +2,50031e+000	        +2,49969e+000	        +2,50122e+000	        +1,26801e+001	        -1,40991e-002	        +6,62000e+001	        +1,91200e+001
  04:10:00	01/06/2015	 612677400	   04:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,67932e+001	        +2,10234e+002	        +0,00000e+000	        +0,00000e+000	        +2,11406e+001	        +9,17083e+002	        +2,50061e+000	        +2,50092e+000	        +2,50031e+000	        +2,50122e+000	        +1,26764e+001	        -1,40991e-002	        +6,62000e+001	        +1,91300e+001
  04:20:00	01/06/2015	 612678000	   04:24:30	 01/06/2015	     2	        +8,20250e+002	        +1,00090e+002	        +1,68771e+001	        +1,40647e+002	        +0,00000e+000	        +0,00000e+000	        +2,14373e+001	        +9,17047e+002	        +2,50061e+000	        +2,50061e+000	        +2,50031e+000	        +2,50153e+000	        +1,26727e+001	        -1,34888e-002	        +6,61000e+001	        +1,91200e+001
  04:30:00	01/06/2015	 612678600	   04:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,68695e+001	        +2,56860e+002	        +0,00000e+000	        +0,00000e+000	        +2,10728e+001	        +9,17047e+002	        +2,50183e+000	        +2,50092e+000	        +2,50031e+000	        +2,50183e+000	        +1,26691e+001	        -1,31836e-002	        +6,62000e+001	        +1,90400e+001
  04:40:00	01/06/2015	 612679200	   04:44:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,68924e+001	        +2,79272e+001	        +0,00000e+000	        +0,00000e+000	        +2,08524e+001	        +9,17193e+002	        +2,50122e+000	        +2,50061e+000	        +2,49969e+000	        +2,50183e+000	        +1,26654e+001	        -1,28784e-002	        +6,62000e+001	        +1,90400e+001
  04:50:00	01/06/2015	 612679800	   04:54:30	 01/06/2015	     2	        +8,20250e+002	        +1,00090e+002	        +1,68619e+001	        +2,06653e+002	        +0,00000e+000	        +0,00000e+000	        +2,11322e+001	        +9,17193e+002	        +2,50061e+000	        +2,50061e+000	        +2,49969e+000	        +2,50214e+000	        +1,26508e+001	        -1,31836e-002	        +6,63000e+001	        +1,89700e+001
  05:00:00	01/06/2015	 612680400	   05:04:30	 01/06/2015	     2	        +8,20250e+002	        +1,00090e+002	        +1,67932e+001	        +2,59783e+002	        +0,00000e+000	        +0,00000e+000	        +2,14034e+001	        +9,17340e+002	        +2,50092e+000	        +2,50061e+000	        +2,49969e+000	        +2,50122e+000	        +1,26599e+001	        -1,34888e-002	        +6,63000e+001	        +1,89500e+001
  05:10:00	01/06/2015	 612681000	   05:14:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,67322e+001	        +2,69912e+002	        +0,00000e+000	        +0,00000e+000	        +2,12847e+001	        +9,17560e+002	        +2,50092e+000	        +2,50092e+000	        +2,49969e+000	        +2,50183e+000	        +1,26489e+001	        -1,34888e-002	        +6,63000e+001	        +1,88800e+001
  05:20:00	01/06/2015	 612681600	   05:24:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,67322e+001	        +2,30295e+002	        +0,00000e+000	        +0,00000e+000	        +2,11661e+001	        +9,17669e+002	        +2,50092e+000	        +2,50061e+000	        +2,49969e+000	        +2,50092e+000	        +1,26398e+001	        -1,34888e-002	        +6,64000e+001	        +1,88900e+001
  05:30:00	01/06/2015	 612682200	   05:34:30	 01/06/2015	     2	        +8,20250e+002	        +1,00105e+002	        +1,66864e+001	        +2,39546e+002	        +0,00000e+000	        +0,00000e+000	        +2,10898e+001	        +9,17706e+002	        +2,49969e+000	        +2,50092e+000	        +2,49969e+000	        +2,50214e+000	        +1,26471e+001	        -1,31836e-002	        +6,63000e+001	        +1,89000e+001
  05:40:00	01/06/2015	 612682800	   05:44:30	 01/06/2015	     2	        +8,20250e+002	        +1,00098e+002	        +1,67703e+001	        +6,75000e+001	        +0,00000e+000	        +0,00000e+000	        +2,06150e+001	        +9,17816e+002	        +2,50092e+000	        +2,50061e+000	        +2,50031e+000	        +2,50122e+000	        +1,26324e+001	        -1,40991e-002	        +6,64000e+001	        +1,88700e+001
