Hr-Leitura	Dt-Leitura	Segundos96	Hr-Recepcao	Dt-Recepcao	Resets	      VAL-ChuvaAc[mm]	      MED-UmidAr[%UR]	       MED-TempAr[oC]	  MED-DirVento[graus]	    MED-VelVento[m/s]	   MED-RadSolar[W/m2]	     MED-TempSolo[oC]	     MED-PresAtm[hPa]	     VAL-TensaoRef[V]	     MED-TensaoRef[V]	     MIN-TensaoRef[V]	     MAX-TensaoRef[V]	     VAL-TensaoBat[V]	      VAL-CorCarga[A]	     VAL-UmidInt[%UR]	      VAL-TempInt[oC]
  00:00:00	01/12/2018	 723168000	   22:18:39	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,78156e+001	        +2,79998e+002	        +0,00000e+000	        +7,67081e+000	        -1,21352e+000	        +9,10858e+002	        +2,50122e+000	        +2,50092e+000	        +2,49969e+000	        +2,50214e+000	        +1,26892e+001	        -1,40991e-002	        +7,01000e+001	        +2,07800e+001
  00:10:00	01/12/2018	 723168600	   22:28:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,77621e+001	        +2,77031e+002	        +0,00000e+000	        +3,83541e+000	        -1,10331e+000	        +9,10785e+002	        +2,50153e+000	        +2,50092e+000	        +2,49969e+000	        +2,50183e+000	        +1,26874e+001	        -1,28784e-002	        +7,02000e+001	        +2,07300e+001
  00:20:00	01/12/2018	 723169200	   22:38:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,78613e+001	        +2,77009e+002	        +0,00000e+000	        +7,67081e+000	        -1,06093e+000	        +9,10711e+002	        +2,50000e+000	        +2,50061e+000	        +2,49969e+000	        +2,50214e+000	        +1,26746e+001	        -1,25732e-002	        +7,02000e+001	        +2,06600e+001
  00:30:00	01/12/2018	 723169800	   22:48:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,75867e+001	        +2,77009e+002	        +0,00000e+000	        +7,67081e+000	        -3,76513e+000	        +9,10602e+002	        +2,50061e+000	        +2,50122e+000	        +2,50061e+000	        +2,50214e+000	        +1,26691e+001	        -1,34888e-002	        +7,03000e+001	        +2,05900e+001
  00:40:00	01/12/2018	 723170400	   22:58:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,75638e+001	        +2,77075e+002	        +0,00000e+000	        +5,75311e+000	        -3,14630e+000	        +9,10455e+002	        +2,50061e+000	        +2,50122e+000	        +2,50000e+000	        +2,50214e+000	        +1,26709e+001	        -1,25732e-002	        +7,04000e+001	        +2,05300e+001
  00:50:00	01/12/2018	 723171000	   23:08:31	 30/11/2018	    40	        +5,47000e+002	        +1,00128e+002	        +1,76324e+001	        +2,77009e+002	        +0,00000e+000	        +7,67081e+000	        -3,53624e+000	        +9,10235e+002	        +2,50153e+000	        +2,50122e+000	        +2,49969e+000	        +2,50214e+000	        +1,26672e+001	        -1,25732e-002	        +7,04000e+001	        +2,04600e+001
  01:00:00	01/12/2018	 723171600	   23:18:31	 30/11/2018	    40	        +5,47000e+002	        +1,00128e+002	        +1,75638e+001	        +2,77141e+002	        +0,00000e+000	        +5,75311e+000	        +1,93685e-001	        +9,10089e+002	        +2,50153e+000	        +2,50122e+000	        +2,50122e+000	        +2,50153e+000	        +1,26672e+001	        -1,28784e-002	        +7,05000e+001	        +2,04100e+001
  01:10:00	01/12/2018	 723172200	   23:28:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,75790e+001	        +2,71165e+002	        +0,00000e+000	        +5,75311e+000	        -3,22259e+000	        +9,09979e+002	        +2,50214e+000	        +2,50061e+000	        +2,49969e+000	        +2,50214e+000	        +1,26599e+001	        -1,19629e-002	        +7,05000e+001	        +2,03800e+001
  01:20:00	01/12/2018	 723172800	   23:38:31	 30/11/2018	    40	        +5,47000e+002	        +1,00128e+002	        +1,75638e+001	        +2,71165e+002	        +0,00000e+000	        +5,75311e+000	        -2,55602e-001	        +9,09979e+002	        +2,50092e+000	        +2,50122e+000	        +2,50061e+000	        +2,50214e+000	        +1,26563e+001	        -1,22681e-002	        +7,06000e+001	        +2,03700e+001
  01:30:00	01/12/2018	 723173400	   23:48:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,77011e+001	        +2,87798e+002	        +0,00000e+000	        +5,75311e+000	        -4,91801e+000	        +9,09796e+002	        +2,50122e+000	        +2,50122e+000	        +2,50000e+000	        +2,50214e+000	        +1,26416e+001	        -1,34888e-002	        +7,06000e+001	        +2,03500e+001
  01:40:00	01/12/2018	 723174000	   23:58:31	 30/11/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,75714e+001	        +2,87139e+002	        +0,00000e+000	        +5,75311e+000	        -5,21512e-002	        +9,09759e+002	        +2,50183e+000	        +2,50122e+000	        +2,50061e+000	        +2,50183e+000	        +1,26489e+001	        -1,31836e-002	        +7,07000e+001	        +2,03600e+001
  01:50:00	01/12/2018	 723174600	   00:08:31	 01/12/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,76401e+001	        +2,82876e+002	        +0,00000e+000	        +5,75311e+000	        -6,91054e-002	        +9,09576e+002	        +2,50122e+000	        +2,50092e+000	        +2,49969e+000	        +2,50153e+000	        +1,26416e+001	        -1,28784e-002	        +7,07000e+001	        +2,03300e+001
  02:00:00	01/12/2018	 723175200	   00:18:31	 01/12/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,76477e+001	        +2,82898e+002	        +0,00000e+000	        +7,67081e+000	        -1,45399e-001	        +9,09576e+002	        +2,50092e+000	        +2,50092e+000	        +2,50061e+000	        +2,50214e+000	        +1,26324e+001	        -1,34888e-002	        +7,07000e+001	        +2,03400e+001
  02:10:00	01/12/2018	 723175800	   00:28:31	 01/12/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,76172e+001	        +2,82810e+002	        +0,00000e+000	        +5,75311e+000	        -3,23107e+000	        +9,09503e+002	        +2,50153e+000	        +2,50092e+000	        +2,50061e+000	        +2,50214e+000	        +1,26324e+001	        -1,25732e-002	        +7,08000e+001	        +2,03400e+001
  02:20:00	01/12/2018	 723176400	   00:38:31	 01/12/2018	    40	        +5,47000e+002	        +1,00121e+002	        +1,78232e+001	        +2,82854e+002	        +0,00000e+000	        +7,67081e+000	        -3,40373e-001	        +9,09540e+002	        +2,50153e+000	        +2,50122e+000	        +2,50061e+000	        +2,50214e+000	        +1,26270e+001	        -1,40991e-002	        +7,08000e+001	        +2,03200e+001
